Compound ID,smiles,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,ESOL predicted log solubility in mols per litre,LogP,AromaticProportion,FluorineAtoms,ChlorineAtoms,BromineAtoms,IodineAtoms,TotalHalogenAtoms
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,1,360.882,0,2,1,0.0,-8.56,-7.343,7.274000000000001,0.6666666666666666,0.0,6.0,0.0,0.0,6.0
nicotinamide,NC(=O)c1cccnc1 ,1,122.127,1,1,1,55.98,0.61,-0.964,0.18050000000000016,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Thiophenol ,Sc1ccccc1,1,110.181,1,1,0,0.0,-2.12,-2.758,1.9752999999999996,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
XMC,CNC(=O)Oc1cc(C)cc(C)c1,1,179.219,1,1,1,38.33,-2.581,-2.688,2.02164,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
Chlordane,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,409.782,0,3,0,0.0,-6.86,-6.039,5.682800000000001,0.0,0.0,8.0,0.0,0.0,8.0
Dimethyldisulfide,CSSC,1,94.204,0,0,1,0.0,-1.44,-1.524,1.6274,0.0,0.0,0.0,0.0,0.0,0.0
Benzamide,NC(=O)c1ccccc1,1,121.139,1,1,1,43.09,-0.96,-1.501,0.7855000000000001,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
o-Chlorobromobenzene,Clc1ccccc1Br,1,191.455,0,1,0,0.0,-3.19,-3.84,3.1025,0.75,0.0,1.0,1.0,0.0,2.0
Monotropitoside,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,1,446.405,6,3,6,184.6,-0.742,-1.493,-2.884799999999998,0.1935483870967742,0.0,0.0,0.0,0.0,0.0
3-Heptanol ,CCCCC(O)CC,1,116.204,1,0,4,20.23,-1.47,-1.678,1.9475,0.0,0.0,0.0,0.0,0.0,0.0
RTI 15,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,1,268.32,1,3,1,58.12,-4.554,-3.891,2.817140000000001,0.6,0.0,0.0,0.0,0.0,0.0
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,1,163.003,1,1,0,20.23,-1.34,-3.428,2.699,0.6666666666666666,0.0,2.0,0.0,0.0,2.0
1-Methylphenanthrene,Cc1cccc2c1ccc3ccccc32,1,192.261,0,3,0,0.0,-5.85,-4.87,4.301420000000003,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
2-Ethyl-1-hexanol,CCCCC(CC)CO,1,130.231,1,0,5,20.23,-2.11,-2.089,2.1951000000000005,0.0,0.0,0.0,0.0,0.0,0.0
Diallate,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,1,270.225,0,0,4,20.31,-4.286,-3.827,4.277400000000004,0.0,0.0,2.0,0.0,0.0,2.0
Toluene ,Cc1ccccc1,1,92.141,0,1,0,0.0,-2.21,-2.713,1.99502,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
Nitrapyrin,Clc1cccc(n1)C(Cl)(Cl)Cl,1,230.909,0,1,0,12.89,-3.76,-3.833,3.5617,0.5454545454545454,0.0,4.0,0.0,0.0,4.0
Cycloheptene,C1CCC=CCC1,2,96.173,0,1,0,0.0,-3.18,-2.599,2.5067000000000004,0.0,0.0,0.0,0.0,0.0,0.0
Thiram,CN(C)C(=S)SSC(=S)N(C)C ,1,240.444,0,0,0,6.48,-3.9,-2.444,2.0608,0.0,0.0,0.0,0.0,0.0,0.0
Griseofulvin,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,1,352.77,0,3,3,71.06,-3.246,-3.328,2.8103000000000007,0.25,0.0,1.0,0.0,0.0,1.0
1-Decanol,CCCCCCCCCCO,1,158.285,1,0,8,20.23,-3.63,-2.814,3.119400000000002,0.0,0.0,0.0,0.0,0.0,0.0
"3,3-Dimethylpentane",CCC(C)(C)CC,1,100.205,0,0,2,0.0,-4.23,-2.938,2.832600000000001,0.0,0.0,0.0,0.0,0.0,0.0
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)(OC),1,287.343,1,0,8,64.63,1.144,-1.446,1.9881999999999997,0.0,0.0,0.0,0.0,0.0,0.0
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,231.893,1,1,0,20.23,-3.15,-4.335,4.0058,0.5454545454545454,0.0,4.0,0.0,0.0,4.0
Butyraldehyde,CCCC=O,1,72.107,0,0,2,17.07,-0.01,-0.749,0.9854,0.0,0.0,0.0,0.0,0.0,0.0
dexamethasone acetate,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,1,434.504,2,4,3,100.9,-4.9,-3.933,2.466500000000001,0.0,1.0,0.0,0.0,0.0,1.0
Butane,CCCC,1,58.124,0,0,1,0.0,-2.57,-1.907,1.8064,0.0,0.0,0.0,0.0,0.0,0.0
o-Methoxyphenol,COc1ccccc1O,1,124.139,1,1,1,29.46,-1.96,-1.941,1.4008,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Fluoromethalone,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,1,376.468,2,4,1,74.6,-4.099,-3.507,2.923300000000001,0.0,1.0,0.0,0.0,0.0,1.0
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,1,202.295,0,0,0,0.0,-2.6,-3.382,3.1603000000000003,0.0,0.0,5.0,0.0,0.0,5.0
Diethyl phthalate ,CCOC(=O)c1ccccc1C(=O)OCC,1,222.24,0,1,4,52.6,-2.35,-3.016,2.04,0.375,0.0,0.0,0.0,0.0,0.0
2-Methylpropan-1-ol,CC(C)CO,1,74.123,1,0,1,20.23,0.1,-0.672,0.6347,0.0,0.0,0.0,0.0,0.0,0.0
Isobutylbenzene,CC(C)Cc1ccccc1,1,134.222,0,1,2,0.0,-4.12,-3.57,2.8851000000000013,0.6,0.0,0.0,0.0,0.0,0.0
Diiodomethane,ICI,1,267.835,0,0,0,0.0,-2.34,-2.958,1.8139,0.0,0.0,0.0,0.0,2.0,2.0
4-Heptanol,CCCC(O)CCC,1,116.204,1,0,4,20.23,-1.4,-1.678,1.9475,0.0,0.0,0.0,0.0,0.0,0.0
Pentyl acetate,CCCCCOC(=O)C,1,130.187,0,0,4,26.3,-1.89,-1.833,1.7397,0.0,0.0,0.0,0.0,0.0,0.0
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,1,231.893,1,1,0,20.23,-3.37,-4.203,4.0058,0.5454545454545454,0.0,4.0,0.0,0.0,4.0
Propylbenzene ,CCCc1ccccc1,1,120.195,0,1,2,0.0,-3.37,-3.281,2.639100000000001,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,1,170.92,0,0,1,0.0,-2.74,-2.697,2.6495999999999995,0.0,4.0,2.0,0.0,0.0,6.0
2-butenal,CC=CC=O,1,70.091,0,0,1,17.07,0.32,-0.604,0.7614000000000001,0.0,0.0,0.0,0.0,0.0,0.0
tetramethylurea,CN(C)C(=O)N(C)C ,1,116.164,0,0,0,23.55,0.94,-0.495,0.22960000000000003,0.0,0.0,0.0,0.0,0.0,0.0
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,1,134.222,0,1,0,0.0,-4.59,-3.664,2.9202800000000018,0.6,0.0,0.0,0.0,0.0,0.0
norethindrone acetate,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,1,340.463,0,4,1,43.37,-4.8,-4.241,4.0633000000000035,0.0,0.0,0.0,0.0,0.0,0.0
Ditalimfos,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,1,299.288,0,2,5,55.84,-3.35,-3.992,2.5801000000000007,0.3157894736842105,0.0,0.0,0.0,0.0,0.0
salicylanilide,c1ccccc1NC(=O)c2c(O)cccc2,1,213.236,2,2,2,49.33,-3.59,-3.782,2.6445,0.75,0.0,0.0,0.0,0.0,0.0
Sulfallate,CCN(CC)C(=S)SCC(Cl)=C,1,223.794,0,0,4,3.24,-3.39,-3.254,3.0988000000000016,0.0,0.0,1.0,0.0,0.0,1.0
Chloroethane,ClCC,1,64.515,0,0,0,0.0,-1.06,-1.165,1.2451,0.0,0.0,1.0,0.0,0.0,1.0
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,1,310.297,2,1,3,75.27,-3.24,-3.165,2.52334,0.3,3.0,0.0,0.0,0.0,3.0
Piperine,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,1,285.343,0,3,3,38.77,-3.46,-3.659,2.997200000000001,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
cis-2-Pentene,CC/C=C\C,1,70.135,0,0,1,0.0,-2.54,-2.076,1.9725,0.0,0.0,0.0,0.0,0.0,0.0
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C ,1,218.322,1,0,3,50.69,-1.62,-2.7,2.1075,0.0,0.0,0.0,0.0,0.0,0.0
Cyclooctyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,1,224.26,2,2,0,75.27,-2.982,-2.284,1.0831,0.0,0.0,0.0,0.0,0.0,0.0
butacarb,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,1,263.381,1,1,1,38.33,-4.24,-4.642,3.999800000000003,0.3157894736842105,0.0,0.0,0.0,0.0,0.0
Eriodictyol,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,1,288.255,4,3,1,107.22,-3.62,-3.152,2.2155000000000005,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
Benzophenone,O=C(c1ccccc1)c2ccccc2,1,182.222,0,2,2,17.07,-3.12,-3.612,2.917600000000001,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
Eicosane,CCCCCCCCCCCCCCCCCCCC,1,282.556,0,0,17,0.0,-8.172,-7.576,8.048000000000007,0.0,0.0,0.0,0.0,0.0,0.0
hydrazobenzene,N(Nc1ccccc1)c2ccccc2 ,2,184.242,2,2,3,24.06,-2.92,-3.492,3.1256000000000013,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
2-Ethyl-1-butanol,CCC(CC)CO,1,102.177,1,0,3,20.23,-1.17,-1.381,1.4149,0.0,0.0,0.0,0.0,0.0,0.0
4-hydroxypyridine,Oc1ccncc1,1,95.101,1,1,0,33.12,1.02,-1.655,0.7871999999999999,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
"cis 1,2-Dichloroethylene",Cl\C=C/Cl,1,96.944,0,0,0,0.0,-1.3,-1.561,1.9352,0.0,0.0,2.0,0.0,0.0,2.0
Methylcyclopentane,CC1CCCC1,1,84.162,0,1,0,0.0,-3.3,-2.452,2.1965000000000003,0.0,0.0,0.0,0.0,0.0,0.0
4-Methyl-2-pentanol,CC(C)CC(C)O,1,102.177,1,0,2,20.23,-0.8,-1.308,1.4133,0.0,0.0,0.0,0.0,0.0,0.0
RTI 11,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,1,254.289,1,3,0,55.56,-3.928,-3.125,2.9595200000000013,0.631578947368421,0.0,0.0,0.0,0.0,0.0
"2,2-Dimethylpropanol",CC(C)(C)CO,1,88.15,1,0,0,20.23,-0.4,-1.011,1.0248,0.0,0.0,0.0,0.0,0.0,0.0
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,1,293.754,0,2,4,57.01,-3.61,-4.132,3.1243000000000016,0.55,0.0,1.0,0.0,0.0,1.0
Isocarboxazid,Cc1cc(no1)C(=O)NNCc2ccccc2,1,231.255,2,2,4,67.16,-2.461,-2.251,1.41762,0.6470588235294118,0.0,0.0,0.0,0.0,0.0
Propylene,CC=C,1,42.081,0,0,0,0.0,-1.08,-1.235,1.1923000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Dichlorophen,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,1,269.127,2,2,2,40.46,-3.953,-4.924,3.9954000000000023,0.7058823529411765,0.0,2.0,0.0,0.0,2.0
Desmedipham,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,1,300.314,2,2,4,76.66,-4.632,-4.182,3.8659000000000017,0.5454545454545454,0.0,0.0,0.0,0.0,0.0
Anthraquinone,O=C1c2ccccc2C(=O)c3ccccc13,1,208.216,0,3,0,34.14,-5.19,-3.34,2.4620000000000006,0.75,0.0,0.0,0.0,0.0,0.0
2-Octanol,CCCCCCC(C)O,1,130.231,1,0,5,20.23,-2.09,-2.033,2.3376000000000006,0.0,0.0,0.0,0.0,0.0,0.0
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,1,267.306,1,2,2,72.47,-2.281,-2.169,1.3016,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Butylbenzene,CCCCc1ccccc1,1,134.222,0,1,3,0.0,-4.06,-3.585,3.0292000000000012,0.6,0.0,0.0,0.0,0.0,0.0
parabanic acid,O=C1NC(=O)C(=O)N1 ,1,114.06,2,1,0,75.27,-0.4,1.091,-1.6476000000000002,0.0,0.0,0.0,0.0,0.0,0.0
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1,466.479,0,2,10,55.38,-6.237,-6.678,5.630000000000004,0.4444444444444444,0.0,0.0,0.0,0.0,0.0
Chlorthalidone,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,1,338.772,3,3,2,109.49,-3.451,-2.564,0.9242000000000007,0.5454545454545454,0.0,1.0,0.0,0.0,1.0
Isobutyl acetate,CC(C)COC(=O)C,1,116.16,0,0,2,26.3,-1.21,-1.463,1.2055,0.0,0.0,0.0,0.0,0.0,0.0
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,1,100.205,0,0,0,0.0,-4.36,-2.922,2.6885000000000012,0.0,0.0,0.0,0.0,0.0,0.0
"2,3,3',4,4'6-PCB",Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,1,395.327,0,2,1,0.0,-7.66,-7.746,7.9274000000000004,0.631578947368421,0.0,7.0,0.0,0.0,7.0
Phthalonitrile,N#Cc1ccccc1C#N,1,128.134,0,1,0,47.58,-2.38,-1.717,1.4299600000000001,0.6,0.0,0.0,0.0,0.0,0.0
m-Nitrotoluene,Cc1cccc(c1)N(=O)=O,1,137.138,0,1,1,43.14,-2.44,-2.64,1.90322,0.6,0.0,0.0,0.0,0.0,0.0
halothane,FC(F)(F)C(Cl)Br ,1,197.381,0,0,0,0.0,-1.71,-2.608,2.5084999999999997,0.0,3.0,1.0,1.0,0.0,5.0
Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,1,219.266,1,0,1,71.0,0.106,-0.908,0.10709999999999997,0.0,0.0,0.0,0.0,0.0,0.0
Thiometon,CCSCCSP(=S)(OC)OC,1,246.359,0,0,7,18.46,-3.091,-3.323,2.990000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2-Methylbutane,CCC(C)C,1,72.151,0,0,1,0.0,-3.18,-2.245,2.0524,0.0,0.0,0.0,0.0,0.0,0.0
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1,365.964,0,1,5,44.76,-4.522,-4.32,5.6015000000000015,0.3157894736842105,0.0,4.0,0.0,0.0,4.0
